date,open,high,low,close,volume,Name,Marketcap
2020-12-12,74.68163358,79.99834299,74.64877724,77.55488043,228308571.8,AAVE,928807400.9
2020-12-13,77.58847305,84.64911414,76.92843287,83.42745942,269018776.9,AAVE,999380433.4
2020-12-14,83.45492245,90.85681018,79.78814542,86.14011813,309773536.5,AAVE,1032112151
2020-12-15,86.15458046,88.7453422,84.62607976,87.25809436,288078630.1,AAVE,1045770158
2020-12-16,87.22501124,89.48084257,80.96540248,87.23005839,368950333.2,AAVE,1045506380
2020-12-17,87.23298911,89.47445661,83.34012744,85.08382773,361404899.3,AAVE,1019961551
2020-12-18,85.09337071,89.77304202,82.84064623,89.77007385,254960310.8,AAVE,1076525472
2020-12-19,89.83129712,96.06858373,88.96400336,89.01304208,357204770.5,AAVE,1067684335
2020-12-20,88.97544294,89.84421115,84.43455089,85.96947236,280308987.3,AAVE,1031344697
2020-12-21,85.96909929,87.63337491,77.89985001,81.31193717,215489072.1,AAVE,975723269.1
2020-12-22,81.22589588,85.61030076,76.15550286,84.10955202,244392689.9,AAVE,1009442760
2020-12-23,84.10286783,84.26820383,63.67705336,75.21556665,278229984.2,AAVE,902812157.6
2020-12-24,75.31676447,80.4439646,71.28719443,80.25657151,289878177.2,AAVE,963409600.3
2020-12-25,80.25962689,81.50417507,75.92070481,79.79518007,172743359.2,AAVE,958013751.5
2020-12-26,79.82209367,79.9801058,73.80886762,74.868333,181386506.7,AAVE,898979377
2020-12-27,74.87591603,81.52688405,72.60726467,76.96798485,213855388,AAVE,924546580.8
2020-12-28,76.91174253,85.21962997,76.16170207,81.88362359,226663289.8,AAVE,984160252.9
2020-12-29,81.86660056,82.70331397,75.19173596,77.90199883,163464865.5,AAVE,936493441.6
2020-12-30,77.9061581,84.9367816,77.10187416,80.88830364,205643884.1,AAVE,973018228.9
2020-12-31,80.85524534,87.6998754,78.42604748,87.5274822,204471306.3,AAVE,1053210331
2021-01-01,87.54330564,90.34967103,85.12559659,90.34967103,202515778.5,AAVE,1087592822
2021-01-02,90.38482799,91.77162009,82.78576283,85.71284343,221843920.1,AAVE,1032020483
2021-01-03,85.71298896,92.42910958,81.85337486,91.09664966,298884107.1,AAVE,1097389994
2021-01-04,91.2304962,111.8998736,88.20161002,111.1320379,619262373.1,AAVE,1339476346
2021-01-05,111.1510738,119.9577298,99.53225695,116.4538279,573305329.5,AAVE,1404342547
2021-01-06,116.5014983,119.8851618,109.8570489,115.0008124,392901334.3,AAVE,1389419870
2021-01-07,114.9844515,125.1173602,110.9520892,114.9404468,467716121.2,AAVE,1391148360
2021-01-08,114.8843104,117.478677,100.9689669,111.70278,501393571.6,AAVE,1352221085
2021-01-09,111.7026296,118.9404717,106.4536553,117.6669629,337620867.8,AAVE,1424946043
2021-01-10,117.6701794,134.0995706,113.9309446,126.2006734,512402602.9,AAVE,1528930606
2021-01-11,126.1479992,126.1479992,95.15299713,115.6019521,610095319.1,AAVE,1402127903
2021-01-12,115.4393042,132.7655629,109.9999468,126.0529592,541259410.6,AAVE,1529400856
2021-01-13,126.1096372,147.4692885,120.6813892,147.4692885,540090767.4,AAVE,1799950317
2021-01-14,147.1783182,153.1610336,139.539905,147.2622138,467793934,AAVE,1797974219
2021-01-15,147.3264496,163.0450734,141.039712,162.5793443,588428158.2,AAVE,1988529819
2021-01-16,162.6936245,199.4268021,162.6936245,182.9318172,896636347.5,AAVE,2238510904
2021-01-17,182.3726723,196.8011385,175.3602138,186.2648519,631950249.8,AAVE,2280831101
2021-01-18,186.1901998,197.660443,181.4428952,197.6570567,495408127.9,AAVE,2421614478
2021-01-19,197.7174079,206.2221561,185.817549,187.5084683,501884679,AAVE,2298257566
2021-01-20,187.1289415,198.198868,173.5416698,193.3356448,629524750.4,AAVE,2370382680
2021-01-21,193.3216787,193.4189507,156.9145253,159.9918566,581488355.2,AAVE,1961810810
2021-01-22,159.880358,194.5527093,148.8166716,188.2796287,621666180.5,AAVE,2309153720
2021-01-23,187.9689407,216.9347528,184.7575604,210.3670584,564323079.9,AAVE,2581064746
2021-01-24,210.6139351,285.432791,210.6139351,264.850144,1241700330,AAVE,3251074104
2021-01-25,264.2588603,281.0303985,240.2594434,249.7436796,1081208271,AAVE,3066479751
2021-01-26,249.1981637,281.717889,241.9276771,272.3576004,1081042278,AAVE,3345908147
2021-01-27,272.6751106,290.4023535,257.2541904,282.4437708,1111051096,AAVE,3473257311
2021-01-28,282.1862319,305.4317039,274.746278,297.414043,874888871.6,AAVE,3658821334
2021-01-29,292.2685708,306.1231135,272.623141,286.8991453,1050249645,AAVE,3530265420
2021-01-30,286.9731601,316.1437773,283.0867247,313.0873297,805008933.7,AAVE,3854426677
2021-01-31,313.8926435,317.1885782,293.5597803,300.0625642,539565885,AAVE,3697226540
2021-02-01,300.0366099,306.9905359,285.5661069,295.6613135,639510002.1,AAVE,3643317248
2021-02-02,295.7479877,303.1639967,285.1721389,301.1181913,752215469.9,AAVE,3711117724
2021-02-03,301.096449,367.7925718,300.0275368,365.5988563,1083942425,AAVE,4506679201
2021-02-04,366.3347369,506.8143028,366.3347369,466.4799454,2838572596,AAVE,5754281219
2021-02-05,465.2069585,534.4092033,463.8875001,506.7726418,1511505451,AAVE,6253059939
2021-02-06,506.3861505,509.1511721,443.6336791,472.3285319,1485662684,AAVE,5832334571
2021-02-07,472.6014638,479.9569027,399.0033373,461.5083374,1373619548,AAVE,5700023387
2021-02-08,461.7961361,529.13674,458.580153,490.3420162,1711240053,AAVE,6057557720
2021-02-09,490.0114132,505.9428306,475.6519234,488.0018806,1165494592,AAVE,6030579943
2021-02-10,487.6995549,559.1229443,486.48229,517.9682569,1880615394,AAVE,6404109769
2021-02-11,516.3264023,532.9362308,504.7816601,518.0725401,836675655.6,AAVE,6409555495
2021-02-12,517.9062564,542.9430021,502.3366133,529.8961754,822757465.4,AAVE,6558682804
2021-02-13,529.8297166,542.1353667,491.6464147,494.5596516,783556570.3,AAVE,6124959579
2021-02-14,494.7137875,508.7522981,462.4383215,471.6146565,685293985.7,AAVE,5841937065
2021-02-15,470.9225767,494.3178743,401.603389,455.6147253,1153106183,AAVE,5643744346
2021-02-16,454.7117067,477.6416734,423.501519,431.5302847,927532561.9,AAVE,5345408015
2021-02-17,431.4168914,455.5505286,401.5367194,449.6005173,1095918428,AAVE,5569245761
2021-02-18,449.0538817,476.6646223,435.7949516,440.5109236,577451189.5,AAVE,5456652071
2021-02-19,440.5012814,444.4219644,407.3220374,422.2425337,667057562.2,AAVE,5230359731
2021-02-20,421.83145,489.7475441,409.8958729,442.0238764,1512350119,AAVE,5482898403
2021-02-21,441.2820991,451.3706668,427.2495864,435.8537727,555957721.7,AAVE,5407627357
2021-02-22,435.8784012,444.673297,361.8387169,400.8824366,924414231.9,AAVE,4974530206
2021-02-23,400.7849756,401.6488529,288.7145233,359.4975198,1179704137,AAVE,4461394531
2021-02-24,360.2109853,402.9103136,344.9388604,367.2308996,763533885.8,AAVE,4557746908
2021-02-25,367.2192172,384.707877,337.5014635,337.5014635,450643581,AAVE,4189244710
2021-02-26,338.2771756,350.8654415,305.1535619,323.1081752,549178299.2,AAVE,4011295609
2021-02-27,323.3761163,349.1784938,323.3761163,334.364481,400236069,AAVE,4151558856
2021-02-28,334.3645734,354.8365564,302.1721942,344.8700076,595665678.7,AAVE,4282630708
2021-03-01,345.1892844,386.4274253,344.8037147,385.4196888,743260217,AAVE,4787397637
2021-03-02,385.5891889,411.887315,379.0346769,390.9262606,731511612.1,AAVE,4855921768
2021-03-03,390.9152563,413.6381068,385.8711329,396.3082772,428274369.6,AAVE,4923743149
2021-03-04,396.0171667,406.0121907,367.7866875,374.5669303,395856298.3,AAVE,4653772702
2021-03-05,374.3239668,374.3633785,341.8335404,367.1255359,334832774.9,AAVE,4562190923
2021-03-06,366.8160056,382.4529384,353.9175268,382.0195912,259155959.3,AAVE,4747498176
2021-03-07,382.1185929,407.7072503,378.1496075,407.1524714,587694984.9,AAVE,5060997597
2021-03-08,407.2454357,431.0889962,388.7980857,430.6251097,578702449.8,AAVE,5353291200
2021-03-09,430.7820724,441.1753156,418.1665641,439.3295369,453095765.3,AAVE,5461756101
2021-03-10,439.1321779,450.2597929,402.4402492,408.2635191,530439445.7,AAVE,5076097241
2021-03-11,407.4052523,411.6527563,389.2697888,403.5093276,396079584.3,AAVE,5017241957
2021-03-12,403.5898634,406.4147367,362.8835137,374.7147105,427189383.7,AAVE,4659635360
2021-03-13,374.7946753,415.9233215,361.5328098,405.3934012,542535232.4,AAVE,5041674558
2021-03-14,405.3633037,408.3292567,377.9488078,381.0826048,381409955.9,AAVE,4739457976
2021-03-15,380.7009439,389.0692558,358.2390035,369.0228021,352800736.8,AAVE,4590010353
2021-03-16,369.0010235,375.318078,352.736654,371.2192739,286266766.8,AAVE,4617763705
2021-03-17,371.3308224,379.8646392,359.7275215,379.1245646,280131588,AAVE,4716940795
2021-03-18,378.9310945,380.4464979,362.4797604,363.1007343,219482140,AAVE,4517656907
2021-03-19,363.0120157,377.2657273,356.679067,369.3773254,235741846.5,AAVE,4595860815
2021-03-20,369.1818965,395.1890703,368.089939,372.4778412,260796699.2,AAVE,4635091731
2021-03-21,372.5141283,377.2451843,363.6049886,370.15156,174671074.9,AAVE,4606283846
2021-03-22,370.2447863,373.7651451,342.274698,344.3244584,229155373.9,AAVE,4284996870
2021-03-23,344.17109,351.2467031,335.8267911,337.7144835,221157577.4,AAVE,4203178635
2021-03-24,337.4956722,352.3220366,313.8091602,322.3805476,246028275.9,AAVE,4015946929
2021-03-25,322.1258654,339.0134172,316.2244619,328.2159044,318638405,AAVE,4088868433
2021-03-26,328.1459761,357.8658495,327.5432466,355.6062639,322533721.5,AAVE,4430363920
2021-03-27,355.4723667,358.3234196,339.9976962,348.5923693,201495262.9,AAVE,4343943724
2021-03-28,348.4656815,352.8204986,336.0682314,346.1898998,197560213.2,AAVE,4314382589
2021-03-29,345.958709,365.1339015,343.6811928,360.3162799,273206477.4,AAVE,4490531522
2021-03-30,360.2428356,377.8639808,354.8356428,373.6408262,324113326.9,AAVE,4656864364
2021-03-31,373.8270849,385.7800655,361.1146235,377.0081426,460781142,AAVE,4698903089
2021-04-01,377.1836866,385.2987216,369.9953181,377.6117993,342371946.9,AAVE,4706655286
2021-04-02,377.5146611,408.4799128,374.2909219,406.6923031,480081712.8,AAVE,5069254861
2021-04-03,406.883591,411.377078,385.4158982,385.4205719,395544800.6,AAVE,4806154260
2021-04-04,385.5269708,409.5795235,382.7888631,404.3097351,330959728.9,AAVE,5042122935
2021-04-05,404.3929527,407.3293056,388.3003512,397.9245594,306918909.4,AAVE,4962595819
2021-04-06,398.2253827,414.4697011,381.0502071,383.9899425,429756591.5,AAVE,4788997765
2021-04-07,384.014659,387.9249373,343.9576636,350.995831,479760253.9,AAVE,4378934905
2021-04-08,351.3876765,377.9311927,349.1247067,377.9311927,261822849.2,AAVE,4715193942
2021-04-09,377.932188,379.1802812,357.8914779,359.4835743,187074856.6,AAVE,4485870792
2021-04-10,359.3732187,374.9705528,357.082819,367.2633407,278406911.9,AAVE,4583145059
2021-04-11,367.4890998,373.3787434,360.5738073,373.3787434,200658255.1,AAVE,4660263686
2021-04-12,372.4560228,417.7221799,365.3883757,396.5361375,787040258.5,AAVE,4950915627
2021-04-13,397.2849868,419.789043,385.2482518,398.2839189,649056083,AAVE,4973077447
2021-04-14,398.2101979,430.7885839,387.5760528,430.4162283,709472129.8,AAVE,5374639327
2021-04-15,428.9360626,485.5426578,424.2829966,466.1648359,1064575198,AAVE,5821565278
2021-04-16,466.2719372,469.4293897,421.3402675,442.1944007,673556018,AAVE,5522217402
2021-04-17,441.3139541,460.7546255,422.8244817,430.1746817,369355828.1,AAVE,5372112604
2021-04-18,430.1814992,432.9809061,292.7753894,382.075099,1020175372,AAVE,4771434820
2021-04-19,381.8224769,397.5523207,344.3417231,346.8125757,492796753.7,AAVE,4331068955
2021-04-20,346.1153083,371.5615109,316.4893456,361.6081985,549743935.6,AAVE,4515839829
2021-04-21,361.5815339,384.6509773,344.4024231,354.1384406,457471541.8,AAVE,4422555909
2021-04-22,353.4628708,413.3609263,346.3257703,362.2285832,934747605.2,AAVE,4523527204
2021-04-23,361.730204,372.5179758,315.045392,345.6552957,871499452.9,AAVE,4316559227
2021-04-24,345.7665177,345.917633,315.4845674,317.49933,344313634.7,AAVE,3964946234
2021-04-25,317.6709363,352.258973,316.133667,346.9932485,384827300.8,AAVE,4333267644
2021-04-26,347.6430704,407.9728046,345.7947574,405.1567231,778864321.5,AAVE,5059615790
2021-04-27,405.5376483,449.0149658,394.6952936,440.2232459,829037372.1,AAVE,5497528139
2021-04-28,440.6042979,486.036714,424.177804,460.3515103,1106424534,AAVE,5748890830
2021-04-29,461.0815506,462.8255712,425.8013173,438.709975,602169994.6,AAVE,5478630342
2021-04-30,439.2981551,452.4755021,430.4661176,444.7287991,549295851,AAVE,5553793694
2021-05-01,444.8655293,510.9817759,436.8353203,503.8656838,876659862.6,AAVE,6292297830
2021-05-02,503.7118443,506.5312454,474.4386431,483.4144442,528803162.2,AAVE,6036901809
2021-05-03,482.0664511,532.7885589,480.5125322,519.0694206,800165583.1,AAVE,6482162794
2021-05-04,519.343296,520.5213823,449.9758258,453.3524114,946515500.8,AAVE,5661485761
2021-05-05,452.6570558,483.6777131,445.15946,480.0308017,598275754.6,AAVE,5994646725
2021-05-06,479.7712347,480.683624,442.3893582,452.4087567,535837075.4,AAVE,5649701358
2021-05-07,452.4110652,466.9062946,434.8065914,445.2223806,444097912.4,AAVE,5559957563
2021-05-08,445.2240405,475.3547483,441.0454598,466.3175539,409427672.1,AAVE,5823395057
2021-05-09,466.5743484,468.5767062,441.8913605,459.5872336,356162916.9,AAVE,5739346507
2021-05-10,459.2990136,482.4224749,403.2134783,433.0535672,555568844.4,AAVE,5407992861
2021-05-11,433.1589077,458.7511037,417.6567114,457.1780687,471124523.3,AAVE,5709260746
2021-05-12,457.4010439,595.8251367,456.4618022,490.5790314,2700355689,AAVE,6251969445
2021-05-13,509.0894357,619.3059659,468.4986913,508.6227991,2672357693,AAVE,6482732644
2021-05-14,508.9166087,631.5928899,507.3872882,594.5568773,1517159071,AAVE,7580234639
2021-05-15,594.4355863,610.3149419,511.8991014,516.169367,1073639999,AAVE,6581333239
2021-05-16,515.7094331,562.1765991,479.447489,526.2147085,903490585.8,AAVE,6709766022
2021-05-17,527.2645002,593.0050827,473.2204821,574.259435,1714951195,AAVE,7323113977
2021-05-18,572.2180282,666.8649786,565.7498866,632.2664876,2046638930,AAVE,8063209782
2021-05-19,629.2316655,649.0506616,354.4583188,418.369321,2596468765,AAVE,5336170729
2021-05-20,412.8768377,507.9834069,355.4320615,468.8126781,1490116641,AAVE,5980158844
2021-05-21,467.5263569,494.5484371,310.4905262,373.4185105,1224012358,AAVE,4764076257
2021-05-22,373.8030008,381.6282565,311.799754,334.4806939,880707840.8,AAVE,4267652852
2021-05-23,335.3883893,351.1114108,210.0482918,295.0892291,1187561364,AAVE,3765386795
2021-05-24,294.317589,397.0666062,289.4054836,385.5716081,1188069867,AAVE,4920347743
2021-05-25,386.9740127,403.7487724,323.662807,371.3802397,856641755.4,AAVE,4739642739
2021-05-26,370.8103801,415.0812695,359.4563764,414.9329455,815698595.6,AAVE,5295741940
2021-05-27,415.1980084,415.1980084,365.75705,369.9781114,627234774.8,AAVE,4722695575
2021-05-28,371.6076377,376.5313608,305.0764263,320.3811519,691594902.2,AAVE,4094856435
2021-05-29,319.9614301,335.2243743,280.933235,297.899642,461875865.2,AAVE,3807889683
2021-05-30,297.7504497,338.7670625,283.1867357,325.1483991,404946833.6,AAVE,4156839153
2021-05-31,324.5817947,385.1491132,305.0658271,383.0834102,685229369,AAVE,4897954881
2021-06-01,382.4317336,392.7743238,361.5082571,372.8724613,599657382.4,AAVE,4767779049
2021-06-02,372.9090974,401.7107597,361.933253,384.4026909,410524214.1,AAVE,4915404364
2021-06-03,384.4426313,408.9672603,377.8978968,397.4979484,357572383.8,AAVE,5082959562
2021-06-04,398.5462218,398.5462218,347.690425,373.8826303,431321243.8,AAVE,4781530086
2021-06-05,373.3978012,391.5584486,347.7211787,356.6677165,357996565.6,AAVE,4561449066
2021-06-06,356.796678,368.2618772,354.7091051,365.6600335,204074691.8,AAVE,4676895920
2021-06-07,365.4744401,387.6455378,332.9857035,333.8849655,357944925.2,AAVE,4270986922
2021-06-08,334.9433387,338.9941165,297.5335043,331.0169089,406665178.6,AAVE,4234703558
2021-06-09,330.0097886,342.5543583,306.5377913,338.5967323,372168431.6,AAVE,4332127857
2021-06-10,339.0102441,339.4061329,305.4126211,310.1483795,244954071.6,AAVE,3968314481
2021-06-11,310.2511222,315.0776954,281.0556372,285.0817445,250130334.3,AAVE,3647643402
2021-06-12,285.4381467,288.9529018,266.5094365,278.5140381,251587258,AAVE,3563847178
2021-06-13,278.7386895,317.6083654,267.8012832,317.1291679,327631351.9,AAVE,4058132279
2021-06-14,316.2848116,336.0401498,309.0903196,317.9013633,335306771,AAVE,4068123033
2021-06-15,319.4005959,326.9009053,308.3669441,319.7572917,352145487.3,AAVE,4091958380
2021-06-16,311.928213,313.7385532,287.5311588,290.2685031,192278220.2,AAVE,3714910784
2021-06-17,290.2963901,305.3885227,285.4597322,292.9146258,146151226.3,AAVE,3748867972
2021-06-18,293.5339197,293.7846042,253.6112191,264.3520939,229941834.9,AAVE,3383440911
2021-06-19,265.4046818,270.2433046,255.1678608,256.3560888,148810608.6,AAVE,3281227061
2021-06-20,255.2371533,277.1895489,242.621191,273.4993602,242023664.1,AAVE,3500727704
2021-06-21,272.9165663,275.3770026,206.4147356,212.989465,406497830.3,AAVE,2726354239
2021-06-22,212.557657,222.8917677,171.3759781,205.7517032,589171952.1,AAVE,2633899992
2021-06-23,206.0271414,229.6643783,198.0248878,214.0907682,399527615.4,AAVE,2740670234
2021-06-24,207.6601375,217.9064032,193.3541311,210.8598243,256051017.2,AAVE,2699309498
2021-06-25,211.19506,214.8297468,185.2686605,187.1687543,256442078.2,AAVE,2400468191
2021-06-26,187.067834,193.1167151,176.7812784,186.971875,224175853.7,AAVE,2397984006
2021-06-27,187.3090023,202.7203439,183.5170636,202.6764007,250757136.2,AAVE,2599445022
2021-06-28,202.7613139,232.8343949,200.8225861,226.3724925,340029039.6,AAVE,2903823687
2021-06-29,226.9977685,252.5756462,226.1181589,236.7658708,374246042.8,AAVE,3037272383
2021-06-30,238.1191265,252.1211163,220.0814121,250.385494,363669939.7,AAVE,3212200185
2021-07-01,250.7104378,251.9744116,227.6914189,231.626362,330715116.2,AAVE,2971685385
2021-07-02,230.8141186,234.4839565,215.9515394,233.9484366,256639522.8,AAVE,3001542331
2021-07-03,234.2084781,265.1073421,228.4852059,259.6552253,385377799.5,AAVE,3331546057
2021-07-04,259.399426,289.0011241,248.2854908,277.0387917,427571943.3,AAVE,3555054096
2021-07-05,277.1105335,317.3872339,263.4338806,307.8290792,793140860.1,AAVE,3950268561
2021-07-06,307.9975253,346.7147802,307.9975253,316.8985074,988705452.8,AAVE,4066775915
2017-07-26,0.105893001,0.109012999,0.099265501,0.105137996,200395,BNB,10513800
2017-07-27,0.105108,0.108479001,0.100887999,0.107736997,344499,BNB,10773700
2017-07-28,0.107632004,0.109018996,0.101473004,0.104066998,342568,BNB,10406700
2017-07-29,0.104782,0.111263998,0.101108,0.107810996,340218,BNB,10781100
2017-07-30,0.107934996,0.108138002,0.103161998,0.106413998,224261,BNB,10641400
2017-07-31,0.106827997,0.108349003,0.101599999,0.104249999,240309,BNB,10425000
2017-08-01,0.104594998,0.106265999,0.096109398,0.0998668,300413,BNB,9986680
2017-08-02,0.099721201,0.101210997,0.0973612,0.100451998,256793,BNB,10045200
2017-08-03,0.100327998,0.106977999,0.0991197,0.106642,293008,BNB,10664200
2017-08-04,0.106684998,0.107755996,0.102698997,0.107493997,287621,BNB,10749400
2017-08-05,0.107418001,0.144653007,0.107069999,0.128870994,542878,BNB,12887100
2017-08-06,0.129292995,0.132988006,0.127379999,0.130998999,393681,BNB,13099900
2017-08-07,0.133957997,0.149765,0.133300006,0.148847997,748177,BNB,14884800
2017-08-08,0.148998007,0.226925001,0.147765994,0.224420995,2617340,BNB,22442100
2017-08-09,0.224748001,0.260625005,0.222158,0.242911994,3075320,BNB,24291200
2017-08-10,0.251827002,0.349976003,0.245051995,0.349079013,4118070,BNB,34907900
2017-08-11,0.348785013,0.409653991,0.311066985,0.392571986,4413920,BNB,39257200
2017-08-12,0.39219299,0.475991994,0.337588996,0.446364999,5080760,BNB,44636500
2017-08-13,0.445989996,1.02263999,0.445989996,0.876828015,13852100,BNB,87682800
2017-08-14,0.87291801,1.463389993,0.735764027,1.295570016,51698100,BNB,129557000
2017-08-15,1.327090025,1.378919959,0.923371971,1.056550026,19824400,BNB,105655000
2017-08-16,1.119689941,1.452720046,1.078690052,1.437240005,31363100,BNB,143724000
2017-08-17,1.436969995,2.111310005,1.323639989,1.967149973,61296500,BNB,196715000
2017-08-18,1.925189972,2.754120111,1.89470005,2.384000063,69048000,BNB,238400000
2017-08-19,2.334399939,2.334399939,1.819939971,2.093369961,43391300,BNB,209337000
2017-08-20,2.108210087,2.689440012,2.075819969,2.502579927,65350400,BNB,250258000
